Metric,Value
Minimum (Q0),0.19633245325796406
Q1 (25%),0.21292281448303457
Median (Q2),0.23114906606678862
Q3 (75%),0.245807226396634
Maximum (Q4),2.833399733586156
IQR (Q3 - Q1),0.03288441191359942
Lower Bound,0.16359619661263544
Upper Bound,0.29513384426703315
Outliers,"2.833399733586156, 0.3022859822789389"
