Metric,Value
Minimum (Q0),0.05655743965477648
Q1 (25%),0.061171706108104296
Median (Q2),0.06902559855866992
Q3 (75%),0.07657282749705147
Maximum (Q4),1.5016702874877568
IQR (Q3 - Q1),0.01540112138894717
Lower Bound,0.03807002402468354
Upper Bound,0.09967450958047222
Outliers,1.5016702874877568
