Metric,Value
Minimum (Q0),0.14958982764432963
Q1 (25%),0.1656070868540374
Median (Q2),0.1778453784119268
Q3 (75%),0.18378161805011
Maximum (Q4),2.7059227166471485
IQR (Q3 - Q1),0.018174531196072596
Lower Bound,0.13834529005992852
Upper Bound,0.2110434148442189
Outliers,"0.22424403696405132, 2.7059227166471485"
