Metric,Value
Minimum (Q0),0.12907226859814203
Q1 (25%),0.16153543582795685
Median (Q2),0.16838200945419704
Q3 (75%),0.19067879096477353
Maximum (Q4),2.6304641808877776
IQR (Q3 - Q1),0.02914335513681668
Lower Bound,0.11782040312273183
Upper Bound,0.23439382366999856
Outliers,"2.6304641808877776, 0.2636878449620178"
