Estacao_,Mes_,grad_e_mean,grad_e_std,grad_e_min,grad_e_max,grad_n_mean,grad_n_std,grad_n_min,grad_n_max,m_h_mean,m_h_std,m_h_min,m_h_max,m_w_orig_mean,m_w_orig_std,m_w_orig_min,m_w_orig_max,m_w_mean,m_w_std,m_w_min,m_w_max,zhd_mean,zhd_std,zhd_min,zhd_max,zwd_mean,zwd_std,zwd_min,zwd_max,x_0_mean,x_0_std,x_0_min,x_0_max,x_1_mean,x_1_std,x_1_min,x_1_max,x_2_mean,x_2_std,x_2_min,x_2_max,tot_delay_mean,tot_delay_std,tot_delay_min,tot_delay_max,tot_delay_abs_<lambda>
BRAZ,VERAO,0.26468337574627443,9.426115823766759,-64.185068,64.334401,1.474775213910918,11.406960816734355,-52.459504,64.507428,2.501166941307265,1.5261093460848238,1.00264,7.645847,2.524139270464271,1.5695042325816866,1.002643,7.921684,2.524176643208766,1.5705553074295355,1.002544,8.571491,2.025526633488575,0.00042077425623105044,2.023552,2.027636,0.23400199775276406,0.04738818432655192,-0.217571,0.580682,2.259528630239596,0.047361143469944286,1.808029,2.60633,9.531828364497727e-05,0.0030319421802807145,-0.01349,0.010875,0.0005611562757230644,0.0024899862595047307,-0.009011,0.009515,5.657238052819464,3.462354014003358,1.859632,18.620863,5.657238052819472
CUIB,VERAO,0.2758112450450191,10.563562811839248,-62.732449,64.218344,1.2968299960633394,11.264452582575807,-52.598739,64.428753,2.538718924873754,1.5819051826578987,1.000572,7.637191,2.5641264033378612,1.628614571385576,1.000573,7.921522,2.564712007704838,1.6310558219149873,1.000446,8.784574,2.2483092691144178,0.0004218583799613752,2.246528,2.250439,0.3108774209101766,0.040615573122890054,-0.200298,0.774463,2.559186690408556,0.040588613105566065,2.04903,3.022914,0.0005592938254501182,0.0029331919235063802,-0.010062,0.013939,0.0003502919153905292,0.0027927354433478226,-0.009908,0.013245,6.505385992186477,4.06531794888114,2.056613,21.644155,6.505385992186481
UFPR,VERAO,-0.36566447800041096,10.382166189996289,-64.437672,64.537615,0.65661428771761,9.907906204657934,-51.684467,64.53476,2.387984046022756,1.5146235025194181,1.001382,7.643413,2.4097323137196884,1.5581413239121857,1.001384,7.925821,2.4101835211458873,1.5599299340896178,1.001055,9.399832,2.0690140815356814,0.00044288029196575007,2.06657,2.071089,0.2122693104086975,0.05415501817198382,-0.434647,0.41487,2.281283390353597,0.05412386956642163,1.634744,2.48318,0.001050327527094359,0.003380704401998563,-0.00795,0.023834,4.8542072556111066e-05,0.002259992228485648,-0.009732,0.008148,5.452328153787051,3.46718126627457,1.737018,18.578757,5.452328153787042
NAUS,VERAO,0.3912050609244362,11.572891017060492,-63.069587,64.130849,0.9470681329460924,10.645977846712958,-55.827021,58.633194,2.6693026233366326,1.5498983061481957,1.000191,7.635777,2.696179866615604,1.5965174990314794,1.000191,7.921252,2.696115342320125,1.5974196029840535,1.000127,8.647298,2.2877466922356926,0.00041622915661221403,2.28526,2.29023,0.32405778914019995,0.03647574417622082,-0.259482,0.603332,2.611804480846979,0.03649134862567107,2.028332,2.891041,-0.0005183419833261367,0.00208042155241975,-0.009633,0.012339,3.4114402896336396e-05,0.0017234312763358564,-0.010464,0.007677,6.981116353541834,4.067265350122319,2.069059,21.541492,6.981116353541829
POAL,VERAO,-0.2452503764561419,10.715939957772656,-64.5449,64.453585,0.5165673354353059,9.422474621844126,-51.977032,63.973237,2.379961849511548,1.5215562625035268,1.000064,7.634724,2.402491192400513,1.565919888175026,1.000064,7.927744,2.403401800326124,1.5690581022539267,0.999936,8.851619,2.289517088022659,0.0005239127744296446,2.287954,2.291632,0.21141080303086887,0.0631730944755677,-0.350386,0.515163,2.5009278907697685,0.06313278252116843,1.939978,2.804784,0.0025358910729656563,0.0034194794463506166,-0.010585,0.014071,0.0002951347169997294,0.003228028458521017,-0.012785,0.014844,5.957120761796065,3.818821212428299,2.064586,20.657134,5.957120761796069
PERC,VERAO,0.5888856117629493,11.862635270906535,-64.457068,64.092645,1.2112417888170073,11.058474653602826,-54.30023,60.762751,2.69872067061595,1.5824472405530112,1.000344,7.634986,2.72691463981289,1.6312114406334892,1.000344,7.921278,2.7276241610255014,1.632079144589015,1.000173,8.597451,2.309833768971491,0.0004419593969609486,2.306912,2.311963,0.25186390035996115,0.04715987994324165,-0.191604,0.746574,2.561697670147368,0.04714983325270941,2.118027,3.056491,0.0012897996498605372,0.0026976268791549006,-0.014231,0.00984,-0.001009031697601918,0.0019714874740388634,-0.010865,0.006208,6.920468399564298,4.068762434346329,2.450593,23.304491,6.9204683995643
ONRJ,VERAO,0.35597670701346235,10.726361062479667,-64.477073,64.358455,0.837918928086096,10.237900308220473,-51.845918,64.452281,2.455278717424884,1.5438973969779546,1.0,7.634704,2.4791672756939795,1.589782174750019,1.0,7.924642,2.4802544994165827,1.593502235607587,0.999823,9.124502,2.3018563853322336,0.0004746764915135357,2.299316,2.303775,0.30230420486900106,0.06284152535181015,-0.36869,0.650128,2.6041605894633526,0.06279858032033825,1.934201,2.952203,0.002023374882760023,0.004020042230878687,-0.017952,0.019745,-0.0008212169268957982,0.0026888036112173333,-0.013685,0.011734,6.4017700101358805,4.040102596474133,2.100194,21.692262,6.401770010135882
SSA1,VERAO,-1.2602667345146683,9.353924789581072,-63.604769,50.034383,2.6150433858501283,12.215197336983824,-53.044653,64.503195,2.5811842383077455,1.571357980715261,1.000245,7.634822,2.607277366546087,1.61888850581999,1.000245,7.921254,2.6085568032615964,1.6222669466959656,1.000126,8.616301,2.3124984637997326,1.4671126919889626e-05,2.311357,2.312499,0.25420860688218194,0.06933190829957885,-0.224648,0.600511,2.5667067112528765,0.0693319752505066,2.08785,2.91301,0.0004618592391621866,0.0027921600378572687,-0.008184,0.011155,-0.0003134662240145073,0.0025424620154226095,-0.008781,0.013095,6.630968908325352,4.048371632292333,2.313218,21.230497,6.630968908325351
SAGA,VERAO,0.155715172800014,8.404054592237053,-63.521583,64.504293,-1.1785041129318679,7.201907179416808,-55.746536,56.174979,2.34272048167099,1.2281864052255194,1.000001,7.635714,2.3587467697913653,1.2579122820366464,1.000001,7.921172,2.3570346027676234,1.2551781576581715,0.999902,8.759731,2.287466715280855,0.0004417125114881095,2.279024,2.290356,0.33981217294661226,0.04196667933088359,-0.222797,0.821487,2.627278888226107,0.04198402065416169,2.064114,3.109042,0.0011758322926874387,0.0028716070142287753,-0.009372,0.012466,0.0013839392852112314,0.003247185284415684,-0.008578,0.016503,6.158895180746393,3.234801799500105,2.136486,23.446696,6.158895180746398
POLI,VERAO,0.12461019707417013,9.905874542387696,-64.414049,64.509419,0.9273571529554165,10.16086039679703,-51.895373,64.52798,2.3997195664202717,1.4992270078908723,1.000765,7.641525,2.4213738904674633,1.542031381760995,1.000766,7.924988,2.4220137769398233,1.5445643545894514,1.000636,9.025673,2.1185566399046243,0.0004596322239059628,2.116116,2.121028,0.2443477898256764,0.06324313648941336,-0.357504,0.679498,2.362904429262422,0.06320369068731388,1.76155,2.798335,0.000935962787762736,0.003097069146237528,-0.008778,0.019489,0.0003476297425207122,0.002250688633213905,-0.008189,0.010883,5.67580122005275,3.5572902339465733,1.895852,19.531012,5.675801220052747
