Metric,Value
Minimum (Q0),0.1869344797310956
Q1 (25%),0.20328216779409275
Median (Q2),0.2084119576691815
Q3 (75%),0.22276879583253223
Maximum (Q4),0.2630371860968719
IQR (Q3 - Q1),0.01948662803843948
Lower Bound,0.17405222573643353
Upper Bound,0.25199873789019145
Outliers,0.2630371860968719
