Metric,Value
Minimum (Q0),0.1303019655635852
Q1 (25%),0.1444730887786092
Median (Q2),0.1510303105634751
Q3 (75%),0.16031562638877195
Maximum (Q4),0.1939285446291021
IQR (Q3 - Q1),0.015842537610162744
Lower Bound,0.12070928236336509
Upper Bound,0.18407943280401606
Outliers,"0.1897824079363372, 0.1868956603729307, 0.1939285446291021"
