Metric,Value
Minimum (Q0),0.0301188092508689
Q1 (25%),0.0373570533713749
Median (Q2),0.043873485628818
Q3 (75%),0.05451801893700235
Maximum (Q4),0.064937057030323
IQR (Q3 - Q1),0.017160965565627455
Lower Bound,0.011615605022933715
Upper Bound,0.08025946728544353
Outliers,None
