Metric,Value
Minimum (Q0),0.1106270437152258
Q1 (25%),0.1268363006758477
Median (Q2),0.1446018281413513
Q3 (75%),0.1493641359019186
Maximum (Q4),0.1666540642080906
IQR (Q3 - Q1),0.022527835226070908
Lower Bound,0.09304454783674133
Upper Bound,0.18315588874102495
Outliers,None
