Estacao,Periodo,DOY,DataReferencia,RMSE_E,RMSE_Y,RMSE_Z
CUIB,VERAO,29,2020-01-29,0.06937235227169533,0.1214786314907192,0.03950840551726362
CUIB,VERAO,30,2020-01-29,0.07758013335330682,0.13802974499491102,0.06444664570156919
CUIB,VERAO,31,2020-01-29,0.07083656225880963,0.126832794242944,0.04543669562191762
UFPR,VERAO,1,2020-01-01,0.10506089071470627,0.14632756978587286,0.06365394897440299
UFPR,VERAO,2,2020-01-01,0.09905779981287276,0.14524672364851302,0.0659645629258952
UFPR,VERAO,3,2020-01-01,0.08965187164551576,0.13901456262489253,0.060393117817884874
UFPR,VERAO,4,2020-01-01,0.08789388371203743,0.1391743898681296,0.0554891784066779
UFPR,VERAO,5,2020-01-08,0.11281160023548555,0.14695665729337554,0.06881528997754689
UFPR,VERAO,6,2020-01-08,0.08126874410183131,0.13315305656944554,0.066307541729272
UFPR,VERAO,7,2020-01-08,0.07369313187662667,0.12770288674239463,0.06274498413172984
UFPR,VERAO,8,2020-01-08,0.07500576640886662,0.13960140940669716,0.08070389691646504
UFPR,VERAO,9,2020-01-08,0.0838835859912017,0.14674947991241422,0.07169121956745413
UFPR,VERAO,10,2020-01-08,0.09575114967061972,0.1563275185894661,0.07753243698721166
UFPR,VERAO,11,2020-01-08,0.06937371390951731,0.1333603909098207,0.05843374321121361
UFPR,VERAO,12,2020-01-15,0.09211713485715493,0.14742636855051883,0.06477915080062768
UFPR,VERAO,13,2020-01-15,0.07299648390942197,0.1305685325822408,0.061613373982376415
UFPR,VERAO,14,2020-01-15,0.07884883840594717,0.13465306526380452,0.06613643059167508
UFPR,VERAO,15,2020-01-15,0.08207104657557837,0.14410832227978804,0.06942841421924363
UFPR,VERAO,16,2020-01-15,0.08346245552790624,0.14440702862799842,0.06835557533575141
UFPR,VERAO,17,2020-01-15,0.0851451412042478,0.14220605870400102,0.07133344917587435
UFPR,VERAO,18,2020-01-15,0.0850141568295694,0.13640290222988155,0.06499028694128832
UFPR,VERAO,19,2020-01-22,0.0729972115347382,0.12599094018196358,0.0620350817824835
UFPR,VERAO,20,2020-01-22,0.07768986577669908,0.12398099982715219,0.06500270106503883
UFPR,VERAO,21,2020-01-22,0.07358917396858533,0.124771859893302,0.06293546761063949
UFPR,VERAO,22,2020-01-22,0.07319047184574885,0.13416098208606672,0.07327852629038656
UFPR,VERAO,23,2020-01-22,0.07081096861308507,0.1282133372429147,0.0673138849165489
UFPR,VERAO,24,2020-01-22,0.06376366106735708,0.13201725379951326,0.06803842917145132
UFPR,VERAO,25,2020-01-22,0.06940508790256461,0.1403573265020456,0.06394835501837944
UFPR,VERAO,26,2020-01-29,0.0651020594895736,0.12954661239086399,0.06285744821874019
UFPR,VERAO,27,2020-01-29,0.07212109978610878,0.1335756323241415,0.0731732084997908
UFPR,VERAO,28,2020-01-29,0.0719388161388485,0.12238476150654772,0.05737595252984707
UFPR,VERAO,29,2020-01-29,0.06294124814357008,0.12777398214882058,0.06779475974651478
UFPR,VERAO,30,2020-01-29,0.07785971933189374,0.12438838103845706,0.062377180527092894
UFPR,VERAO,31,2020-01-29,0.06839264834499462,0.13701056021901528,0.06602127058998862
NAUS,VERAO,1,2020-01-01,0.11533901023074031,0.16619093511512442,0.02377496466455884
NAUS,VERAO,2,2020-01-01,0.08685365626558145,0.14974905271012914,0.02343138236471384
NAUS,VERAO,3,2020-01-01,0.09093243258889663,0.1703493181268734,0.027310882543340378
NAUS,VERAO,4,2020-01-01,0.08616276752930502,0.14934644193372965,0.024490080153772277
NAUS,VERAO,5,2020-01-08,0.09762574811579547,0.1848175775180367,0.029607777576706875
NAUS,VERAO,6,2020-01-08,0.08012896068378875,0.13513721828215378,0.028436114216312088
NAUS,VERAO,7,2020-01-08,0.08817389792021998,0.14897144421435668,0.02725170322135848
NAUS,VERAO,8,2020-01-08,0.08506135758197934,0.15558691626197957,0.027813919813590153
NAUS,VERAO,9,2020-01-08,0.07967641759205285,0.17178167893165644,0.028433575833851428
NAUS,VERAO,10,2020-01-08,0.06925618562523345,0.13837862438324267,0.023539721352702297
NAUS,VERAO,11,2020-01-08,0.07315409994595959,0.1773683544715237,0.026638657242671948
NAUS,VERAO,12,2020-01-15,0.08342414150335845,0.14776467522292738,0.02471784245732503
NAUS,VERAO,13,2020-01-15,0.09690580891325763,0.13913487270482655,0.029547091567992338
NAUS,VERAO,14,2020-01-15,0.06827994926761664,0.147244248808868,0.029130108493464008
NAUS,VERAO,15,2020-01-15,0.07769343480398498,0.14387993570764954,0.02376977937147855
NAUS,VERAO,16,2020-01-15,0.08301743693143211,0.15101468921227437,0.024642032955639725
NAUS,VERAO,17,2020-01-15,0.0961993160761274,0.14914815028817244,0.026110671136865743
NAUS,VERAO,18,2020-01-15,0.08392760499264341,0.13554239926435185,0.03402228718042509
NAUS,VERAO,19,2020-01-22,0.0750143946679731,0.13445521464724128,0.02166352204709847
NAUS,VERAO,20,2020-01-22,0.08452233903629806,0.14234517882433081,0.022419693491112995
NAUS,VERAO,21,2020-01-22,0.08322387495561988,0.14807131093569986,0.03291739496023134
NAUS,VERAO,22,2020-01-22,0.07714770989815803,0.1393515692125957,0.026562318260771902
NAUS,VERAO,23,2020-01-22,0.07073771927697914,0.1488219337390905,0.025079743015234426
NAUS,VERAO,24,2020-01-22,0.0729443623826592,0.1555596870652723,0.02535944404065175
NAUS,VERAO,25,2020-01-22,0.08746169170883214,0.15666802747583244,0.02688028754166352
NAUS,VERAO,26,2020-01-29,0.0667228798976897,0.1449451809796498,0.026871783153953673
NAUS,VERAO,27,2020-01-29,0.07368752170608125,0.1347193358375335,0.032182604029224425
NAUS,VERAO,28,2020-01-29,0.08906402315583468,0.13620235961937754,0.0325550768253326
NAUS,VERAO,29,2020-01-29,0.06731851941830176,0.14188777739015607,0.025603224704517046
NAUS,VERAO,30,2020-01-29,0.07840035944270031,0.15721489460403731,0.023734755267893308
NAUS,VERAO,31,2020-01-29,0.07050221421631411,0.15008301953253153,0.025505684537821198
POAL,VERAO,1,2020-01-01,0.09749122475365518,0.11669613266992367,0.06222569666203996
POAL,VERAO,2,2020-01-01,0.09143992099133927,0.11960335062556098,0.063648107447091
POAL,VERAO,3,2020-01-01,0.08947942511436975,0.1017759692390685,0.05500461771351901
POAL,VERAO,4,2020-01-01,0.08542289127692136,0.11889912821322204,0.06555960587907263
POAL,VERAO,5,2020-01-08,0.09631165002755833,0.12314400888863865,0.07278978174597148
POAL,VERAO,6,2020-01-08,0.09025559196180077,0.10552166280495973,0.07416366410732253
POAL,VERAO,7,2020-01-08,0.08578328269387646,0.13480941466477733,0.07626642591088695
POAL,VERAO,8,2020-01-08,0.08481819751223035,0.1172964551595792,0.08683165641496014
POAL,VERAO,9,2020-01-08,0.09037693283566464,0.12468730151035802,0.07288434305132262
POAL,VERAO,10,2020-01-08,0.09134807766281362,0.12926314733104752,0.07865121946355612
POAL,VERAO,11,2020-01-08,0.08615358480952497,0.12075286251295463,0.06289596795392288
POAL,VERAO,12,2020-01-15,0.1005195275965118,0.11440750824581689,0.0676350506714968
POAL,VERAO,13,2020-01-15,0.07356231216003405,0.10873242675994307,0.06412543021206955
POAL,VERAO,14,2020-01-15,0.08137223586809496,0.12726487267069295,0.0734992798509307
POAL,VERAO,15,2020-01-15,0.09654047154675896,0.1304858037581134,0.07891624462000532
POAL,VERAO,16,2020-01-15,0.06997663217698996,0.12634733041268195,0.07177793239493278
POAL,VERAO,17,2020-01-15,0.07859668118997933,0.12052583487051917,0.06935917422845717
POAL,VERAO,18,2020-01-15,0.08137277657200016,0.12525539943918326,0.06776008639246109
POAL,VERAO,19,2020-01-22,0.07954214343388318,0.11814807893651545,0.07236040043920731
POAL,VERAO,20,2020-01-22,0.08411050817374961,0.13357739645349312,0.08347614979063582
POAL,VERAO,21,2020-01-22,0.07979509225105458,0.12577222211600622,0.07657253303055
POAL,VERAO,22,2020-01-22,0.06301981227129907,0.12662799010878076,0.07979805876659528
