Metric,Value
Minimum (Q0),0.1709117794425408
Q1 (25%),0.20230230969964932
Median (Q2),0.22643687024840728
Q3 (75%),0.24825931479581975
Maximum (Q4),4.303034348158166
IQR (Q3 - Q1),0.04595700509617043
Lower Bound,0.1333668020553937
Upper Bound,0.3171948224400754
Outliers,4.303034348158166
