Metric,Value
Minimum (Q0),0.06362322097084344
Q1 (25%),0.15340741999082297
Median (Q2),0.2010332062399034
Q3 (75%),0.2529759740856512
Maximum (Q4),4.642819944355041
IQR (Q3 - Q1),0.09956855409482823
Lower Bound,0.00405458884858062
Upper Bound,0.40232880522789355
Outliers,"4.170337394276022, 4.642819944355041, 4.37861153352625, 4.5943262193436665, 4.614892424761063, 3.0095665151221365, 3.8538220960260587, 4.069198689298106, 4.040962205349404, 3.9856905441342336"
