Metric,Value
Minimum (Q0),0.10730511623524791
Q1 (25%),0.15236412120588916
Median (Q2),0.16673531944278375
Q3 (75%),0.19258158119252253
Maximum (Q4),4.069198689298106
IQR (Q3 - Q1),0.04021745998663337
Lower Bound,0.0920379312259391
Upper Bound,0.2529077711724726
Outliers,4.069198689298106
