Estacao_,Mes_,Tempo_,grad_e_mean,grad_e_std,grad_e_min,grad_e_max,grad_n_mean,grad_n_std,grad_n_min,grad_n_max,m_h_mean,m_h_std,m_h_min,m_h_max,m_w_orig_mean,m_w_orig_std,m_w_orig_min,m_w_orig_max,m_w_mean,m_w_std,m_w_min,m_w_max,zhd_mean,zhd_std,zhd_min,zhd_max,zwd_mean,zwd_std,zwd_min,zwd_max,x_0_mean,x_0_std,x_0_min,x_0_max,x_1_mean,x_1_std,x_1_min,x_1_max,x_2_mean,x_2_std,x_2_min,x_2_max,tot_delay_mean,tot_delay_std,tot_delay_min,tot_delay_max,tot_delay_abs_<lambda>
BRAZ,VERAO,2020-01-16,0.00011497131504463313,0.00011216588246985817,-0.000174,0.000225,-0.000731525600551564,7.228728404135086e-05,-0.000881,-0.000598,2.50321808809148,1.526427545759014,1.003032,7.642393,2.527431319793708,1.5720302214900344,1.003036,7.951725,-9.948477756005515e-05,0.0014919065266948597,-0.006147,0.006195,2.0894607306226867,0.001765549248654107,2.0874,2.0938,0.19325939783365992,0.021513469648885425,0.168,0.232685,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.719161133359641,3.495194484471623,2.297746,17.753004,5.7191611333596395
BRAZ,VERAO,2020-01-24,0.00010443735896661395,6.125206312577815e-05,-7e-05,0.000208,0.00026963668022956237,0.00010155363856808768,2e-05,0.000442,2.502184473992111,1.5217725317000863,1.003253,7.644637,2.5237392740356426,1.562206976903208,1.003257,7.920177,3.130767043940229e-05,0.0005276688122143888,-0.003285,0.00309,2.0790399562907553,0.0014413044911750362,2.0768,2.0821,0.2903191509212701,0.006861467507292875,0.2796,0.3019,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.9347989967351324,3.6171897204196313,2.36847,18.24731,5.9347989967351324
BRAZ,VERAO,2020-01-09,-0.0005820124040898057,0.0001644115876409426,-0.000844,-0.00026,-0.0003068056101926178,7.348399918463596e-05,-0.000527,-0.000182,2.4919302945572626,1.5285579483890679,1.002852,7.643565,2.5157269966996263,1.5742446178126046,1.002856,7.930556,-8.561892421101128e-05,0.0013724544055471678,-0.006363,0.005869,2.089114253309234,0.0016222790511162522,2.086,2.0928,0.24052380701008275,0.004035245860744154,0.232312,0.2494,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.8106437623464995,3.570786005551267,2.335887,17.915994,5.8106437623464995
BRAZ,VERAO,2020-01-20,-0.00019497975758868272,0.0001847079977047503,-0.000449,0.000162,-0.0003708261178645056,0.0001419687016208479,-0.000572,-0.000125,2.4985359340566577,1.520766239688739,1.003138,7.642991,2.5203866431142035,1.5618834466223894,1.003142,7.914891,-7.619751013009171e-05,0.0009307323834707097,-0.00436,0.004312,2.0850372250479845,0.0027970860826644086,2.0806,2.0898,0.26343817141181486,0.008003139829925328,0.246,0.285181,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.874001581445048,3.583941208912692,2.356368,18.136691,5.874001581445048
BRAZ,VERAO,2020-01-23,-7.153771388972796e-05,8.877841314307067e-05,-0.00031,2.1e-05,8.68201460580323e-05,7.46417748895599e-05,-9e-06,0.000223,2.501150834107749,1.5203773668454863,1.003225,7.644122,2.5219236111560264,1.5593115319963742,1.003229,7.899722,-1.2703606140834059e-05,0.00026213851757705774,-0.002244,0.002056,2.0789023765880703,0.0016839653267798902,2.0756,2.0823,0.29428154595852807,0.004779536781482739,0.2853,0.301893,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.941763811359477,3.619351826327921,2.379568,18.265905,5.9417638113594755
BRAZ,VERAO,2020-01-27,0.00025782056702312856,0.00016616101041457262,-0.000182,0.000452,0.0003143059295839699,8.890992841529542e-05,0.000143,0.000418,2.5008220938243864,1.5208545375409634,1.003327,7.644311,2.523254778737521,1.5630234422962315,1.003332,7.922939,7.027493160905247e-05,0.0009167989534978992,-0.003841,0.003805,2.087122212100757,0.001207261879090742,2.0847,2.09,0.2607000656197819,0.006735399744678804,0.2501,0.2776,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.877252858532882,3.5812020686364314,2.353512,18.106136,5.877252858532881
BRAZ,VERAO,2020-01-18,-0.0002156236040699117,0.0001196510511156613,-0.000431,-1e-05,-0.0003829939199489488,9.472189366378405e-05,-0.00058,-0.00023,2.4960711351703475,1.5210604414027822,1.003082,7.643012,2.518107263626937,1.5626707251133847,1.003086,7.918587,-2.8438782926223986e-05,0.0008200926546652706,-0.004023,0.003631,2.0923260787038678,0.0017422785317820785,2.0904,2.0965,0.25451730107774667,0.006251986467456171,0.2415,0.2652,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.8630967572499735,3.5790941702682946,2.350121,18.103064,5.863096757249973
BRAZ,VERAO,2020-01-04,0.00010987416193006846,0.00011829916563475822,-0.000101,0.000356,0.00011908759920460345,7.020143395113909e-05,-7.2e-05,0.000232,2.504374848117972,1.535800923261146,1.002714,7.64436,2.526602444568603,1.578074428051901,1.002717,7.913328,2.7043808400936177e-05,0.0004235019717448585,-0.001832,0.00241,2.0842499978707303,0.0017347386959006607,2.0802,2.0875,0.28312316184208214,0.004659976059505385,0.2728,0.290896,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.935145229389199,3.6479187286450196,2.374366,18.229935,5.935145229389199
BRAZ,VERAO,2020-01-02,0.00015222008512760234,0.00010808012159478918,-0.000134,0.000296,4.732588912040747e-05,7.241813608433877e-05,-7.5e-05,0.000137,2.5028119814473473,1.5297256467312916,1.002664,7.64455,2.524946386698367,1.5717447468113241,1.002668,7.915654,2.00895353600114e-05,0.0004702332923659463,-0.002196,0.002408,2.084085122010294,0.0017431065447351042,2.0805,2.0877,0.2634190145144343,0.00936825157657359,0.2514,0.288383,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.881588429863226,3.603333048293241,2.353546,18.207418,5.881588429863226
BRAZ,VERAO,2020-01-26,0.00020061911958183692,0.00011582654422304782,-7e-05,0.000452,0.00032579991466059806,0.00010264628155549771,0.000143,0.00048,2.499146331361341,1.5190140156276615,1.003304,7.644327,2.5196820708850405,1.5575525659421292,1.003308,7.893019,2.311623493226185e-05,0.0008238811913404674,-0.004096,0.004084,2.08698325816947,0.0015616038631623152,2.0837,2.0903,0.2881235380649291,0.0044088464158014125,0.277609,0.2994,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.941504222273584,3.618578912533054,2.379955,18.284379,5.941504222273583
