Estacao,Periodo,DOY,DataReferencia,RMSE_E,RMSE_N,RMSE_U,RMSE_Planimetrico
BRAZ,VERAO,1,2020-01-01,0.08641351837872369,0.08232577099420263,0.23655299801042126,0.1193517018243976
BRAZ,VERAO,4,2020-01-01,0.08509072776463103,0.07501518249448394,0.2716856296626549,0.11343592709629202
BRAZ,VERAO,30,2020-01-29,0.09922730838232281,0.08281786568180635,0.2924558904962383,0.12924727310427214
BRAZ,VERAO,13,2020-01-15,0.0696022478791038,0.06942213231803035,0.20385696582723323,0.09830516449000186
BRAZ,VERAO,22,2020-01-22,0.09894025717625425,0.07136496104532382,0.28847081380554207,0.12199234465778547
BRAZ,VERAO,17,2020-01-15,0.05994683804128147,0.05788827193846358,0.2339108189985673,0.08333471917015825
BRAZ,VERAO,12,2020-01-15,0.08700694196672838,0.07369616862645656,0.23894646123833688,0.1140233889192071
BRAZ,VERAO,5,2020-01-08,0.08682445779741343,0.07741743637616708,0.1994962610179165,0.1163268925351
BRAZ,VERAO,15,2020-01-15,0.0908970749617322,0.08160257874205587,0.24403137710287293,0.12215260575997629
BRAZ,VERAO,11,2020-01-08,0.07497082925819262,0.0740263621647591,0.2589795419876879,0.10535904106914198
BRAZ,VERAO,19,2020-01-22,0.07082667485549232,0.061040822933853475,0.2535895348032218,0.09350080179082787
BRAZ,VERAO,7,2020-01-08,0.0800862525598795,0.06569959992307253,0.30545627690681987,0.10358689723674804
BRAZ,VERAO,21,2020-01-22,0.07423393061795232,0.06819144968834742,0.20178136269917124,0.10080054695084435
BRAZ,VERAO,3,2020-01-01,0.09108163049288838,0.07712226681760767,0.27088749032892956,0.11934700437099091
BRAZ,VERAO,16,2020-01-15,0.07152189502614384,0.07387159135591383,0.24114320928373204,0.10282214487932967
BRAZ,VERAO,14,2020-01-15,0.07745406660109036,0.07006307394069275,0.21291314714056217,0.10444121199538581
BRAZ,VERAO,28,2020-01-29,0.07322627734860943,0.06679096813347267,0.2731665121366012,0.09911165985161398
BRAZ,VERAO,23,2020-01-22,0.07904412656678021,0.06537696513936063,0.23158559347838498,0.10257739280922645
BRAZ,VERAO,20,2020-01-22,0.0931116881458359,0.07897507974272036,0.22291462419520666,0.12209361035589224
BRAZ,VERAO,2,2020-01-01,0.09934730939946598,0.07281781993250196,0.2509361244243178,0.12317598298627659
BRAZ,VERAO,31,2020-01-29,1.3482755985753805,0.9558561779028636,4.692536277168062,1.6527274798190026
BRAZ,VERAO,26,2020-01-29,0.060217622546835325,0.06591447286239147,0.21107769468244175,0.08927978381425479
BRAZ,VERAO,6,2020-01-08,0.0872259336160757,0.0687538002253425,0.25512295149327735,0.1110650644470274
BRAZ,VERAO,9,2020-01-08,0.0686771956196776,0.06663471676415407,0.23360927353402836,0.09569087039222969
BRAZ,VERAO,27,2020-01-29,0.07018650972886854,0.07091400845021495,0.2467512969855269,0.09977445936910766
BRAZ,VERAO,29,2020-01-29,0.06918061940276059,0.07353931527138731,0.28682103514313356,0.10096528607166977
BRAZ,VERAO,24,2020-01-22,0.07175356762400405,0.06832349781437724,0.23866870848419072,0.09907913413208522
BRAZ,VERAO,18,2020-01-15,0.08034385739925999,0.06860647112459506,0.22824942415183155,0.10565028775144211
BRAZ,VERAO,10,2020-01-08,0.08209162981316352,0.07745668664334099,0.386192121435004,0.11286529134834232
BRAZ,VERAO,8,2020-01-08,0.07147930396901604,0.06121996618759585,0.20008563671669444,0.09411256640802743
BRAZ,VERAO,25,2020-01-22,0.06400963120986462,0.06134461202792571,0.24913620895728233,0.0886588648273798
CUIB,VERAO,23,2020-01-22,0.05211487395968908,0.04725229392261649,0.24874806582682446,0.07034727691093393
CUIB,VERAO,21,2020-01-22,0.04140452742559389,0.03793157696748833,0.21659621886566355,0.05615282203573786
CUIB,VERAO,4,2020-01-01,0.056276251735468304,0.037178641445391035,0.252534234642591,0.06744826083094173
CUIB,VERAO,15,2020-01-15,0.05106433108971469,0.04104844995581336,0.2477279114301263,0.06551748738630715
CUIB,VERAO,16,2020-01-15,0.0560682317868726,0.0458297973262062,0.24912368718551994,0.07241558491559402
CUIB,VERAO,2,2020-01-01,0.05718578608116947,0.03297430850925633,0.2288582653028674,0.06601150771937338
CUIB,VERAO,5,2020-01-08,0.08251367051815255,0.046626478698817767,0.26920701178504214,0.09477623298184806
CUIB,VERAO,12,2020-01-15,0.05576643101040484,0.03479854341638066,0.2326692447859288,0.06573304687552504
CUIB,VERAO,7,2020-01-08,0.0478841009312371,0.031227694756606895,0.23340487507136223,0.05716691387336486
CUIB,VERAO,31,2020-01-29,1.20591668342784,0.7054415928865285,5.397506944391408,1.3970980238851833
CUIB,VERAO,25,2020-01-22,0.04123570218981351,0.02807002349439884,0.1869796396255024,0.04988295654893657
CUIB,VERAO,1,2020-01-01,0.04535676288471769,0.03226185980578252,0.22889033148820423,0.055660250965194814
CUIB,VERAO,14,2020-01-15,0.07843520496141067,0.040042000074124104,0.2974825775122802,0.08806499388108
CUIB,VERAO,17,2020-01-15,0.04906468454546652,0.03509810948557879,0.11759934965516605,0.06032595261583374
CUIB,VERAO,24,2020-01-22,0.04396065652899298,0.036211967090512255,0.24561760122983628,0.05695477050278085
CUIB,VERAO,22,2020-01-22,0.061203270792794105,0.04369044231332711,0.2380127819132262,0.07519770678199068
CUIB,VERAO,27,2020-01-29,0.060035839122753655,0.035999169463856256,0.28762413277381205,0.07000172984477311
CUIB,VERAO,6,2020-01-08,0.061483724677869736,0.038927813834834415,0.22739627895165504,0.07277103194419887
CUIB,VERAO,8,2020-01-08,0.03860598806517196,0.041625953671208075,0.20517318996374362,0.05677272526068976
CUIB,VERAO,11,2020-01-08,0.04732647434010425,0.03817237526492963,0.2458304305105907,0.060802347050349606
CUIB,VERAO,30,2020-01-29,0.04795560656091626,0.0367180577174862,0.22247092779668076,0.06039831092977719
CUIB,VERAO,28,2020-01-29,0.041916574787741176,0.02909255367371889,0.15929109849069112,0.0510232880280614
CUIB,VERAO,20,2020-01-22,0.04346960720846975,0.03670688599083048,0.1559181177050616,0.05689465906394441
CUIB,VERAO,10,2020-01-08,0.04357846613477231,0.034696958121339105,0.2588475268801242,0.05570423335378969
CUIB,VERAO,9,2020-01-08,0.051510800781516056,0.03338860169093722,0.2452550725539214,0.061385351021470025
CUIB,VERAO,3,2020-01-01,0.04907359593186839,0.03628112694221705,0.2878061973385787,0.06102899302693399
CUIB,VERAO,19,2020-01-22,0.05210730807576259,0.029408478273056704,0.22326688068592954,0.0598333531505571
CUIB,VERAO,26,2020-01-29,0.051546983351459165,0.041007974407439564,0.24317404761737657,0.06586915406802206
CUIB,VERAO,18,2020-01-15,0.039596627149533735,0.03845953191277265,0.23402254271133002,0.05519989562099525
CUIB,VERAO,29,2020-01-29,0.04210805594774978,0.036846441320922615,0.2822036216374514,0.05595309297719849
CUIB,VERAO,13,2020-01-15,0.05014691067244006,0.041164224233559574,0.26109905550222295,0.06487839399014479
UFPR,VERAO,13,2020-01-15,0.1355972770683522,0.10583441644974535,0.45200352807619115,0.1720103056610551
UFPR,VERAO,27,2020-01-29,0.1022122855533443,0.08051699860687972,0.3588122979816887,0.13011663376639693
UFPR,VERAO,12,2020-01-15,0.1404041760679395,0.11481556009969854,0.46543263092249576,0.18137239453214607
UFPR,VERAO,26,2020-01-29,0.09881366438098525,0.0952011443857304,0.4370657403277415,0.13721296644541536
UFPR,VERAO,14,2020-01-15,0.12146454598895062,0.10474012228897704,0.45006196240575985,0.16038743451222034
UFPR,VERAO,31,2020-01-29,2.001037810662303,1.0764458499275087,5.000524530215897,2.272198932207816
UFPR,VERAO,4,2020-01-01,0.12547446751981534,0.10538343215569568,0.39205351996902726,0.163858200198511
UFPR,VERAO,1,2020-01-01,0.11999978524741767,0.11071849063696575,0.4214314476864717,0.1632744089817943
UFPR,VERAO,30,2020-01-29,0.12217450745296765,0.10852497596621132,0.4331838854115552,0.1634144445263086
UFPR,VERAO,28,2020-01-29,0.12290085221771202,0.0897444880787432,0.3853322651195513,0.15217980357575564
UFPR,VERAO,3,2020-01-01,0.11467906543995186,0.11127948029184873,0.41274000328414046,0.15979490224723913
UFPR,VERAO,5,2020-01-08,0.1535994958241426,0.12961127770512118,0.45269638499145637,0.20097733311442073
UFPR,VERAO,20,2020-01-22,0.13154360010463778,0.10768026981857495,0.4975061496957646,0.16999635065697724
UFPR,VERAO,17,2020-01-15,0.13361123533707717,0.10385378965061488,0.44438703094314225,0.16922639224746824
UFPR,VERAO,23,2020-01-22,0.11561572173783462,0.09571888680483642,0.41060742440092934,0.15009697000311997
UFPR,VERAO,21,2020-01-22,0.13370740911582532,0.10775070463015521,0.5034907267037763,0.17172037037218862
UFPR,VERAO,2,2020-01-01,0.1256951396249803,0.11350583901105743,0.40174159130947157,0.16936010042199248
UFPR,VERAO,29,2020-01-29,0.12619305623346602,0.09651768962635461,0.44545335113772605,0.15887212421426244
UFPR,VERAO,25,2020-01-22,0.11695081301775391,0.09883425202925451,0.42216257007367936,0.15311989433021378
UFPR,VERAO,19,2020-01-22,0.12437942210011195,0.09661291003771984,0.4793292516767584,0.15749379361712754
UFPR,VERAO,10,2020-01-08,0.1057803113889884,0.09071082431703527,0.3453043533144191,0.13934822541326958
UFPR,VERAO,18,2020-01-15,0.12490881042744714,0.10263136400733584,0.4177307813426004,0.161664491464286
UFPR,VERAO,11,2020-01-08,0.08365973585875086,0.0907425170508954,0.3885928477325064,0.12342267135614918
UFPR,VERAO,8,2020-01-08,0.1371755807489944,0.11750417254367625,0.408713201957044,0.18062217615508325
UFPR,VERAO,22,2020-01-22,0.1184290761504725,0.10386826430250257,0.4362639321767291,0.15752479933987837
UFPR,VERAO,6,2020-01-08,0.14132886683286408,0.11274782383347882,0.4112727565108768,0.18079247876902016
UFPR,VERAO,24,2020-01-22,0.10346079124739277,0.0922023882990697,0.41115901860763754,0.13858360557291402
UFPR,VERAO,15,2020-01-15,0.12957561322108668,0.10481230300543436,0.4080874556258005,0.1666597083968517
UFPR,VERAO,16,2020-01-15,0.12701781563414136,0.10583532786657086,0.49909370784602775,0.1653319149864698
UFPR,VERAO,9,2020-01-08,0.12545475730925715,0.10066629096004508,0.42633293982350223,0.1608496138235248
UFPR,VERAO,7,2020-01-08,0.11035702456080998,0.09261600925138909,0.3949741195747461,0.14407080911679718
NAUS,VERAO,1,2020-01-01,0.0786917604064043,0.027329348749165337,0.1250378484387,0.0833023796713662
NAUS,VERAO,10,2020-01-08,0.05052252415380139,0.027413961154218906,0.09034109193615356,0.05748087258416027
NAUS,VERAO,4,2020-01-01,0.062304746005781,0.03102837943925986,0.09796273260881903,0.06960346044178815
NAUS,VERAO,12,2020-01-15,0.07408506429409906,0.029133071577357148,0.10862267910350436,0.07960736530618386
NAUS,VERAO,8,2020-01-08,0.06180365600457168,0.03345771099032194,0.10695557292994641,0.07027880420328265
NAUS,VERAO,20,2020-01-22,0.04359331769313318,0.027077230084192872,0.08046479071006457,0.05131816185841771
NAUS,VERAO,28,2020-01-29,0.057087431804287755,0.03578675404775395,0.15134981386277502,0.06737704828265809
NAUS,VERAO,18,2020-01-15,0.039397193986034154,0.032567772728635834,0.07780009081484665,0.051115542787661776
NAUS,VERAO,23,2020-01-22,0.054094891235057396,0.031498125793313375,0.08200911576979096,0.06259703815855892
NAUS,VERAO,26,2020-01-29,0.05286380879727336,0.029233413417389813,0.08495990145101527,0.060408399586371286
NAUS,VERAO,29,2020-01-29,0.05873395594150638,0.02821967541023657,0.0910634235350474,0.06516155047877485
NAUS,VERAO,2,2020-01-01,0.06911694852386632,0.03041362278539315,0.12432153051624185,0.07551252230049645
NAUS,VERAO,24,2020-01-22,0.05545557452893397,0.033989669277242694,0.10668822259713152,0.06504320382569177
NAUS,VERAO,22,2020-01-22,0.038739312640914944,0.026706164058103915,0.1473239022764706,0.04705266775209365
NAUS,VERAO,30,2020-01-29,0.054696702565822305,0.02810895124957508,0.07086428722062618,0.06149668618653383
NAUS,VERAO,27,2020-01-29,0.07833083153253051,0.03306478057538046,0.07825138412782072,0.08502351958767487
NAUS,VERAO,21,2020-01-22,0.045132404306367516,0.03161876178099142,0.13231954162468654,0.055106079655846546
NAUS,VERAO,3,2020-01-01,0.07960000854945892,0.0356320339336276,0.11730643238687241,0.08721125617327802
NAUS,VERAO,6,2020-01-08,0.06726192812938851,0.03506880272853696,0.095274102249541,0.075855045319979
NAUS,VERAO,15,2020-01-15,0.05838241613559781,0.029352046952848754,0.07127772860936354,0.06534561327397846
NAUS,VERAO,25,2020-01-22,0.051447054513671306,0.03684642100576349,0.11320779347950351,0.06328078823044665
NAUS,VERAO,14,2020-01-15,0.05186447798596028,0.03064143514071051,0.10821265571932004,0.06023970139566204
NAUS,VERAO,5,2020-01-08,0.09561648163326011,0.03687887431401913,0.14711632179565703,0.10248201271731927
NAUS,VERAO,16,2020-01-15,0.04879484126818789,0.02715960368644231,0.0930574731531236,0.05584425312234252
NAUS,VERAO,31,2020-01-29,1.8316744110251673,0.3981580817409934,5.43908044530716,1.8744495208087255
NAUS,VERAO,11,2020-01-08,0.06107768635620443,0.0258623913012914,0.1074196733984811,0.06632757386221808
NAUS,VERAO,17,2020-01-15,0.05561133824575384,0.02992259331032588,0.08444980497511494,0.06315047531015743
NAUS,VERAO,19,2020-01-22,0.04275116969263432,0.025338943822666753,0.08207052660655287,0.04969632364809973
NAUS,VERAO,13,2020-01-15,0.051907155587855934,0.029077045963108495,0.0735973983247707,0.05949644866008901
NAUS,VERAO,9,2020-01-08,0.06867108005886904,0.03274884531495627,0.10364011990359849,0.07608024780397692
NAUS,VERAO,7,2020-01-08,0.06556071022331872,0.03463638686185884,0.1233218324071176,0.07414773104977869
POAL,VERAO,21,2020-01-22,0.07743577618203845,0.04385519475495454,0.2009089742020777,0.08899200829237278
POAL,VERAO,29,2020-01-29,0.049594390743722024,0.04228613079291141,0.1428703641742267,0.0651745383618188
POAL,VERAO,8,2020-01-08,0.05854179410071317,0.06284398571472401,0.17309906509428433,0.08588660080037358
POAL,VERAO,31,2020-01-29,2.4429319226486155,1.0337337273589449,5.4076448976593605,2.6526443029126763
POAL,VERAO,6,2020-01-08,0.04999945158235434,0.042667195559266576,0.18211786485096979,0.06573001396187965
POAL,VERAO,18,2020-01-15,0.055309755067523676,0.041958844364697746,0.16317796933499673,0.0694241573665132
POAL,VERAO,14,2020-01-15,0.06304603329741566,0.03437770548332956,0.12622342324285274,0.0718096716942599
POAL,VERAO,26,2020-01-29,0.0672447686139932,0.04005014282135734,0.22178905960268244,0.07826795542213048
POAL,VERAO,16,2020-01-15,0.04876863086942907,0.04222613131520079,0.2197021186585491,0.06450911193565767
POAL,VERAO,1,2020-01-01,0.04273997735434248,0.038454201463058994,0.16386915290633655,0.057492880206258895
POAL,VERAO,17,2020-01-15,0.05552857804108899,0.04096851698727227,0.17305084093928386,0.06900610381264635
POAL,VERAO,27,2020-01-29,0.07313446283274423,0.04245508332855319,0.1714759063057633,0.08456408075695285
POAL,VERAO,19,2020-01-22,0.053501410169123714,0.03461327296796177,0.1757890087736918,0.06372189227918022
POAL,VERAO,24,2020-01-22,0.04881905050130339,0.03512108999522186,0.11695088570057362,0.06013975934688535
POAL,VERAO,25,2020-01-22,0.055424563890275266,0.034060330442288074,0.11668863605270079,0.06505373465270892
POAL,VERAO,2,2020-01-01,0.06474078126360261,0.046451750896885705,0.23591810752191403,0.07968145279805057
POAL,VERAO,12,2020-01-15,0.06078937815963416,0.04123539237498181,0.2201390933654599,0.07345547005740086
POAL,VERAO,9,2020-01-08,0.05041215335936849,0.03843254428982453,0.21496963794197466,0.0633912112750483
POAL,VERAO,28,2020-01-29,0.05643355206961469,0.04266783983003227,0.23406216286456097,0.07074807668732204
POAL,VERAO,13,2020-01-15,0.056253758659712626,0.03620545148332826,0.1843374641213909,0.06689783315217937
