Metric,Value
Minimum (Q0),0.045049291556213
Q1 (25%),0.07245838837826946
Median (Q2),0.0870570055082632
Q3 (75%),0.10023566462748315
Maximum (Q4),0.2054035301142752
IQR (Q3 - Q1),0.027777276249213695
Lower Bound,0.030792474004448914
Upper Bound,0.14190157900130368
Outliers,"0.1742754308036737, 0.2054035301142752, 0.1579105045431198"
