Metric,Value
Minimum (Q0),0.1475402747566297
Q1 (25%),0.2107015774724575
Median (Q2),0.278367921607011
Q3 (75%),0.3194144919059006
Maximum (Q4),0.4288099765452949
IQR (Q3 - Q1),0.10871291443344311
Lower Bound,0.04763220582229283
Upper Bound,0.48248386355606526
Outliers,None
