Metric,Value
Minimum (Q0),0.0467482529594823
Q1 (25%),0.08433431048337775
Median (Q2),0.1183167564500165
Q3 (75%),0.14831271738591217
Maximum (Q4),0.2515600290346814
IQR (Q3 - Q1),0.06397840690253442
Lower Bound,-0.011633299870423885
Upper Bound,0.2442803277397138
Outliers,0.2515600290346814
