Metric,Value
Minimum (Q0),0.1266981866611899
Q1 (25%),0.1803292653746873
Median (Q2),0.2696494265363786
Q3 (75%),0.3736271492342823
Maximum (Q4),0.7826484314880678
IQR (Q3 - Q1),0.193297883859595
Lower Bound,-0.10961756041470522
Upper Bound,0.6635739750236749
Outliers,0.7826484314880678
