Metric,Value
Minimum (Q0),0.0590910953701848
Q1 (25%),0.09967076237883116
Median (Q2),0.1146509953335593
Q3 (75%),0.146025411858203
Maximum (Q4),0.2334526914805963
IQR (Q3 - Q1),0.046354649479371846
Lower Bound,0.03013878815977339
Upper Bound,0.21555738607726077
Outliers,0.2334526914805963
