Metric,Value
Minimum (Q0),0.11844930893349523
Q1 (25%),0.19342357370060476
Median (Q2),0.22366900421459882
Q3 (75%),0.2815322684199445
Maximum (Q4),0.5603475472818055
IQR (Q3 - Q1),0.08810869471933974
Lower Bound,0.06126053162159514
Upper Bound,0.41369531049895414
Outliers,"0.5603475472818055, 0.5273891797549235"
