Metric,Value
Minimum (Q0),0.0475309428856978
Q1 (25%),0.07067847146343045
Median (Q2),0.0974019416651985
Q3 (75%),0.119883216261219
Maximum (Q4),0.1853814952168961
IQR (Q3 - Q1),0.04920474479778855
Lower Bound,-0.003128645733252375
Upper Bound,0.19369033345790182
Outliers,None
