Metric,Value
Minimum (Q0),0.1375003709915289
Q1 (25%),0.26278788493650074
Median (Q2),0.3140470450278865
Q3 (75%),0.3915946344975443
Maximum (Q4),0.5979549864424638
IQR (Q3 - Q1),0.12880674956104354
Lower Bound,0.06957776059493542
Upper Bound,0.5848047588391097
Outliers,0.5979549864424638
