Metric,Value
Minimum (Q0),0.1377642080958455
Q1 (25%),0.15379459475927876
Median (Q2),0.1601421885135544
Q3 (75%),0.16787809481884308
Maximum (Q4),0.1979371973423194
IQR (Q3 - Q1),0.014083500059564324
Lower Bound,0.13266934466993227
Upper Bound,0.18900334490818957
Outliers,"0.1919133711497991, 0.1979371973423194"
