Mes_Pasta,Estacao,Arquivo,DOY,Data,Mes_Arquivo
INVERNO,SSA1,ssa11941_delays.txt,194,2020-07-12,July
INVERNO,SSA1,ssa11951_delays.txt,195,2020-07-13,July
INVERNO,SSA1,ssa11961_delays.txt,196,2020-07-14,July
INVERNO,SSA1,ssa11971_delays.txt,197,2020-07-15,July
INVERNO,SSA1,ssa11981_delays.txt,198,2020-07-16,July
INVERNO,SSA1,ssa11991_delays.txt,199,2020-07-17,July
INVERNO,SSA1,ssa12001_delays.txt,200,2020-07-18,July
INVERNO,SSA1,ssa12011_delays.txt,201,2020-07-19,July
INVERNO,SSA1,ssa12021_delays.txt,202,2020-07-20,July
INVERNO,SSA1,ssa12031_delays.txt,203,2020-07-21,July
INVERNO,SSA1,ssa12041_delays.txt,204,2020-07-22,July
INVERNO,SSA1,ssa12051_delays.txt,205,2020-07-23,July
INVERNO,SSA1,ssa12061_delays.txt,206,2020-07-24,July
INVERNO,SSA1,ssa12071_delays.txt,207,2020-07-25,July
INVERNO,SSA1,ssa12081_delays.txt,208,2020-07-26,July
INVERNO,SSA1,ssa12091_delays.txt,209,2020-07-27,July
INVERNO,SSA1,ssa12101_delays.txt,210,2020-07-28,July
INVERNO,SSA1,ssa12111_delays.txt,211,2020-07-29,July
INVERNO,SSA1,ssa12121_delays.txt,212,2020-07-30,July
INVERNO,SSA1,ssa12131_delays.txt,213,2020-07-31,July
INVERNO,SAGA,saga1831_delays.txt,183,2020-07-01,July
INVERNO,SAGA,saga1841_delays.txt,184,2020-07-02,July
INVERNO,SAGA,saga1851_delays.txt,185,2020-07-03,July
INVERNO,SAGA,saga1861_delays.txt,186,2020-07-04,July
INVERNO,SAGA,saga1871_delays.txt,187,2020-07-05,July
INVERNO,SAGA,saga1881_delays.txt,188,2020-07-06,July
INVERNO,SAGA,saga1891_delays.txt,189,2020-07-07,July
INVERNO,SAGA,saga1901_delays.txt,190,2020-07-08,July
INVERNO,SAGA,saga1911_delays.txt,191,2020-07-09,July
INVERNO,SAGA,saga1921_delays.txt,192,2020-07-10,July
INVERNO,SAGA,saga1931_delays.txt,193,2020-07-11,July
INVERNO,SAGA,saga1941_delays.txt,194,2020-07-12,July
INVERNO,SAGA,saga1951_delays.txt,195,2020-07-13,July
INVERNO,SAGA,saga1961_delays.txt,196,2020-07-14,July
INVERNO,SAGA,saga1971_delays.txt,197,2020-07-15,July
INVERNO,SAGA,saga1981_delays.txt,198,2020-07-16,July
INVERNO,SAGA,saga1991_delays.txt,199,2020-07-17,July
INVERNO,SAGA,saga2001_delays.txt,200,2020-07-18,July
INVERNO,SAGA,saga2011_delays.txt,201,2020-07-19,July
INVERNO,SAGA,saga2021_delays.txt,202,2020-07-20,July
INVERNO,SAGA,saga2031_delays.txt,203,2020-07-21,July
INVERNO,SAGA,saga2041_delays.txt,204,2020-07-22,July
INVERNO,SAGA,saga2051_delays.txt,205,2020-07-23,July
INVERNO,SAGA,saga2061_delays.txt,206,2020-07-24,July
INVERNO,SAGA,saga2071_delays.txt,207,2020-07-25,July
INVERNO,SAGA,saga2081_delays.txt,208,2020-07-26,July
INVERNO,SAGA,saga2091_delays.txt,209,2020-07-27,July
INVERNO,SAGA,saga2101_delays.txt,210,2020-07-28,July
INVERNO,SAGA,saga2111_delays.txt,211,2020-07-29,July
INVERNO,SAGA,saga2121_delays.txt,212,2020-07-30,July
INVERNO,SAGA,saga2131_delays.txt,213,2020-07-31,July
INVERNO,POLI,poli1831_delays.txt,183,2020-07-01,July
INVERNO,POLI,poli1841_delays.txt,184,2020-07-02,July
INVERNO,POLI,poli1851_delays.txt,185,2020-07-03,July
INVERNO,POLI,poli1861_delays.txt,186,2020-07-04,July
INVERNO,POLI,poli1871_delays.txt,187,2020-07-05,July
INVERNO,POLI,poli1881_delays.txt,188,2020-07-06,July
INVERNO,POLI,poli1891_delays.txt,189,2020-07-07,July
INVERNO,POLI,poli1901_delays.txt,190,2020-07-08,July
INVERNO,POLI,poli1911_delays.txt,191,2020-07-09,July
INVERNO,POLI,poli1921_delays.txt,192,2020-07-10,July
INVERNO,POLI,poli1931_delays.txt,193,2020-07-11,July
INVERNO,POLI,poli1941_delays.txt,194,2020-07-12,July
INVERNO,POLI,poli1951_delays.txt,195,2020-07-13,July
INVERNO,POLI,poli1961_delays.txt,196,2020-07-14,July
INVERNO,POLI,poli1971_delays.txt,197,2020-07-15,July
INVERNO,POLI,poli1981_delays.txt,198,2020-07-16,July
INVERNO,POLI,poli1991_delays.txt,199,2020-07-17,July
INVERNO,POLI,poli2001_delays.txt,200,2020-07-18,July
INVERNO,POLI,poli2011_delays.txt,201,2020-07-19,July
INVERNO,POLI,poli2021_delays.txt,202,2020-07-20,July
INVERNO,POLI,poli2031_delays.txt,203,2020-07-21,July
INVERNO,POLI,poli2041_delays.txt,204,2020-07-22,July
INVERNO,POLI,poli2051_delays.txt,205,2020-07-23,July
INVERNO,POLI,poli2061_delays.txt,206,2020-07-24,July
INVERNO,POLI,poli2071_delays.txt,207,2020-07-25,July
INVERNO,POLI,poli2081_delays.txt,208,2020-07-26,July
INVERNO,POLI,poli2091_delays.txt,209,2020-07-27,July
INVERNO,POLI,poli2101_delays.txt,210,2020-07-28,July
INVERNO,POLI,poli2111_delays.txt,211,2020-07-29,July
INVERNO,POLI,poli2121_delays.txt,212,2020-07-30,July
INVERNO,POLI,poli2131_delays.txt,213,2020-07-31,July
