Metric,Value
Minimum (Q0),0.0704707364265986
Q1 (25%),0.08141674413725325
Median (Q2),0.0923646459758888
Q3 (75%),0.10095256464627785
Maximum (Q4),0.2577317872851664
IQR (Q3 - Q1),0.019535820509024596
Lower Bound,0.052113013373716356
Upper Bound,0.13025629540981473
Outliers,"0.1577835669651915, 0.2577317872851664"
