Metric,Value
Minimum (Q0),0.0386953734961524
Q1 (25%),0.0440542045155919
Median (Q2),0.0519548914334017
Q3 (75%),0.059886039991173395
Maximum (Q4),0.086555965781277
IQR (Q3 - Q1),0.015831835475581493
Lower Bound,0.020306451302219662
Upper Bound,0.08363379320454564
Outliers,0.086555965781277
