Metric,Value
Minimum (Q0),0.1702099396107716
Q1 (25%),0.18077167102645364
Median (Q2),0.1930611427122198
Q3 (75%),0.20503898382988822
Maximum (Q4),0.2353534191126742
IQR (Q3 - Q1),0.024267312803434582
Lower Bound,0.14437070182130177
Upper Bound,0.2414399530350401
Outliers,None
