Metric,Value
Minimum (Q0),0.0285357100465354
Q1 (25%),0.03477119281479695
Median (Q2),0.0368453827112549
Q3 (75%),0.0417557614035034
Maximum (Q4),0.0632642777013665
IQR (Q3 - Q1),0.006984568588706448
Lower Bound,0.02429433993173728
Upper Bound,0.052232614286563075
Outliers,"0.0632642777013665, 0.0560732106176532"
