Metric,Value
Minimum (Q0),0.0614765847449153
Q1 (25%),0.11165873941139205
Median (Q2),0.143184526126776
Q3 (75%),0.2008490737818034
Maximum (Q4),0.4740753626497467
IQR (Q3 - Q1),0.08919033437041134
Lower Bound,-0.022126762144224946
Upper Bound,0.33463457533742036
Outliers,"0.3595053073786062, 0.4740753626497467"
