Metric,Value
Minimum (Q0),0.13994332261511153
Q1 (25%),0.3166111067563826
Median (Q2),0.3860722059657388
Q3 (75%),0.509338609427417
Maximum (Q4),0.6566671531900394
IQR (Q3 - Q1),0.19272750267103445
Lower Bound,0.02751985274983093
Upper Bound,0.7984298634339687
Outliers,None
