Metric,Value
Minimum (Q0),0.1238918118391904
Q1 (25%),0.23459556196181763
Median (Q2),0.3387425975655808
Q3 (75%),0.49394307864724407
Maximum (Q4),0.8247584470843233
IQR (Q3 - Q1),0.25934751668542644
Lower Bound,-0.15442571306632202
Upper Bound,0.8829643536753837
Outliers,None
