Estacao_,Mes_,grad_e_mean,grad_e_std,grad_e_min,grad_e_max,grad_n_mean,grad_n_std,grad_n_min,grad_n_max,m_h_mean,m_h_std,m_h_min,m_h_max,m_w_orig_mean,m_w_orig_std,m_w_orig_min,m_w_orig_max,m_w_mean,m_w_std,m_w_min,m_w_max,zhd_mean,zhd_std,zhd_min,zhd_max,zwd_mean,zwd_std,zwd_min,zwd_max,x_0_mean,x_0_std,x_0_min,x_0_max,x_1_mean,x_1_std,x_1_min,x_1_max,x_2_mean,x_2_std,x_2_min,x_2_max,tot_delay_mean,tot_delay_std,tot_delay_min,tot_delay_max,tot_delay_abs_<lambda>
BRAZ,VERAO,0.0,0.0,0,0,0.0,0.0,0,0,2.6310561672446395,1.5915018627861595,1.034454,7.644798,2.6573119146776554,1.6381804462677516,1.034503,7.978047,-3.162974062578044e-06,0.000954898131249538,-0.005794,0.005898,2.0896888233900603,0.004035033127090626,2.080347,2.097174,0.2390242621213743,0.046833080767749426,0.107128,0.295839,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.132848303086089,3.7185301756317792,2.276266,18.268246,6.132848303086089
CUIB,VERAO,0.0,0.0,0,0,0.0,0.0,0,0,2.5704792459408115,1.5776947104978039,1.003119,7.635642,2.594923352039351,1.6227306192679618,1.003123,7.93589,4.729995655471529e-05,0.0013173981523417198,-0.009633,0.011753,2.2341726084328033,0.004264619529137989,2.225136,2.24209,0.30649000879951105,0.029578488675456215,0.251927,0.353796,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.537568855305111,4.022050072957908,2.492995,19.820578,6.537568855305112
UFPR,VERAO,0.0,0.0,0,0,0.0,0.0,0,0,2.4487675852543798,1.5445065053810307,1.034291,7.64559,2.4711394665502864,1.5871514846927763,1.034336,7.965277,2.9722899180713233e-05,0.0015033176982087362,-0.010427,0.012134,2.155197823202078,0.0066006306994565575,2.145563,2.1726,0.22382054481413827,0.047270808395563774,0.1188,0.3062,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.830578926433752,3.686850572167481,2.351673,18.889647,5.830578926433752
NAUS,VERAO,0.0,0.0,0,0,0.0,0.0,0,0,2.631080892256372,1.5279079548384695,1.000652,7.63396,2.654347056969334,1.570391872788306,1.000653,7.909109,2.4798993349287624e-05,0.000776332014803603,-0.006372,0.006266,2.3014864719223063,0.002427309083420867,2.294933,2.3056,0.3388424414723397,0.02598043616178149,0.2735,0.379,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.954869498420804,4.048495064705912,2.605383,20.563851,6.954869498420801
POAL,VERAO,0.0,0.0,0,0,0.0,0.0,0,0,2.5004933184539415,1.7011657688579185,1.029273,7.636212,2.5290851507047103,1.757475561510383,1.02931,7.961086,-1.91927329926516e-06,0.0015691461181157817,-0.012027,0.015301,2.283913591205403,0.008820100728430584,2.268067,2.3078,0.20562649957349569,0.05669326431520335,0.0894,0.3051,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.230095860306144,4.249212156021738,2.461035,19.74622,6.230095860306145
PERC,VERAO,0.0,0.0,0,0,0.0,0.0,0,0,2.8740391563209116,1.604665090132482,1.001029,7.633727,2.9054700727554796,1.6520505516671353,1.00103,7.946629,-1.3473679684037127e-05,0.0012601802852743977,-0.007458,0.006107,2.2948441117447422,0.0018363067104679664,2.2899,2.2997,0.24098543358230184,0.04088460118528095,0.1679,0.334033,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,7.295939217006159,4.085379688017557,2.468535,20.114542,7.295939217006159
ONRJ,VERAO,0.0,0.0,0,0,0.0,0.0,0,0,2.5780709746887442,1.617392369649714,1.036672,7.632566,2.6029913378954537,1.661994931964436,1.036726,7.944376,1.8963548683178137e-05,0.001666379897721415,-0.011526,0.014045,2.263938073857496,0.006830134365440575,2.248133,2.2826,0.28232337093073173,0.054006600681312036,0.1515,0.356967,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.571819024944855,4.134709414562163,2.511033,20.116552,6.571819024944855
SSA1,VERAO,0.0,0.0,0,0,0.0,0.0,0,0,2.6317920979173777,1.4636939243892775,1.009578,7.633211,2.655969602216913,1.503127855314022,1.00959,7.952336,0.00012559509430042589,0.001080503333723806,-0.006932,0.009275,2.308379396922438,0.0029740296663086615,2.301367,2.3146,0.2542834772002196,0.06248579645533657,0.161133,0.3557,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.749347415474618,3.7636309447156746,2.4977,20.336219,6.7493474154746185
SAGA,VERAO,0.0,0.0,0,0,0.0,0.0,0,0,2.3831646891298752,1.198363210185757,1.010394,7.632956,2.397541658543922,1.220526278300497,1.010407,7.910552,8.718022678249856e-05,0.0007329801884403389,-0.003802,0.007062,2.2888954433973843,0.0026708219478786127,2.282833,2.2941,0.33015978847881583,0.028661484121168326,0.237,0.3741,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.24692914275424,3.1489477351818023,2.596738,20.393362,6.246929142754239
POLI,VERAO,0.0,0.0,0,0,0.0,0.0,0,0,2.525107131254881,1.5925622181948187,1.047868,7.640575,2.5489402182525382,1.6364834684484888,1.047929,7.961378,2.0739528894095033e-05,0.0014494855818837002,-0.012162,0.012181,2.1804186056947197,0.006188710684053511,2.166933,2.1968,0.24925483554844718,0.056554738880734194,0.0902,0.3294,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.142092982083859,3.887738268982959,2.380429,19.263428,6.142092982083859
