Metric,Value
Minimum (Q0),0.4084416508194981
Q1 (25%),0.6058817889659158
Median (Q2),0.8158177996573748
Q3 (75%),0.9474736005428641
Maximum (Q4),1.6288623976818732
IQR (Q3 - Q1),0.3415918115769483
Lower Bound,0.09349407160049339
Upper Bound,1.4598613179082864
Outliers,1.6288623976818732
