Metric,Value
Minimum (Q0),0.10909119648921968
Q1 (25%),0.19087894568563452
Median (Q2),0.23214812422829753
Q3 (75%),0.3054673382801102
Maximum (Q4),0.40863723036948546
IQR (Q3 - Q1),0.11458839259447567
Lower Bound,0.018996356793921004
Upper Bound,0.4773499271718237
Outliers,None
