Metric,Value
Minimum (Q0),0.125456773946108
Q1 (25%),0.21840391186389355
Median (Q2),0.2883307822192654
Q3 (75%),0.3887974297183945
Maximum (Q4),0.5980460379333316
IQR (Q3 - Q1),0.17039351785450094
Lower Bound,-0.037186364917857845
Upper Bound,0.6443877065001459
Outliers,None
