Metric,Value
Minimum (Q0),0.11704568536734375
Q1 (25%),0.24861871922543097
Median (Q2),0.3418757871689759
Q3 (75%),0.41154507852125377
Maximum (Q4),0.7388115949880292
IQR (Q3 - Q1),0.1629263592958228
Lower Bound,0.004229180281696748
Upper Bound,0.655934617464988
Outliers,0.7388115949880292
