Metric,Value
Minimum (Q0),0.1196237141595119
Q1 (25%),0.2036182329711267
Median (Q2),0.2740054889105788
Q3 (75%),0.318529886617955
Maximum (Q4),0.3961336365232436
IQR (Q3 - Q1),0.11491165364682832
Lower Bound,0.031250752500884216
Upper Bound,0.4908973670881975
Outliers,None
