Estacao_,Mes_,Tempo_,grad_e_mean,grad_e_std,grad_e_min,grad_e_max,grad_n_mean,grad_n_std,grad_n_min,grad_n_max,m_h_mean,m_h_std,m_h_min,m_h_max,m_w_orig_mean,m_w_orig_std,m_w_orig_min,m_w_orig_max,m_w_mean,m_w_std,m_w_min,m_w_max,zhd_mean,zhd_std,zhd_min,zhd_max,zwd_mean,zwd_std,zwd_min,zwd_max,x_0_mean,x_0_std,x_0_min,x_0_max,x_1_mean,x_1_std,x_1_min,x_1_max,x_2_mean,x_2_std,x_2_min,x_2_max,tot_delay_mean,tot_delay_std,tot_delay_min,tot_delay_max,tot_delay_abs_<lambda>
BRAZ,VERAO,2020-01-16,0.0,0.0,0,0,0.0,0.0,0,0,2.6801851589499335,1.606234380852705,1.034685,7.639165,2.7097631745680104,1.6575650449504358,1.034737,7.939778,-0.00020330770934869294,0.0019999653551664043,-0.005794,0.005898,2.0928468331856447,0.0005411141040050659,2.091949,2.093836,0.18023674700930437,0.0008431353904345464,0.178838,0.181778,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.0973625291315905,3.6591559565342395,2.353064,17.432887,6.0973625291315905
BRAZ,VERAO,2020-01-24,0.0,0.0,0,0,0.0,0.0,0,0,2.6960248778759004,1.608048797491162,1.034598,7.644798,2.7208989539855915,1.6499583638103297,1.034642,7.894511,1.653822914245875e-05,0.000498057750376757,-0.00169,0.00147,2.081197179409714,0.0005124011351459846,2.080347,2.082134,0.29210647664420175,0.0005182320603999976,0.291159,0.292967,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.405794242040438,3.8288265019523275,2.455341,18.218707,6.405794242040437
BRAZ,VERAO,2020-01-09,0.0,0.0,0,0,0.0,0.0,0,0,2.6587494308765356,1.644423969870428,1.034849,7.6402,2.688081919945867,1.6970738754893766,1.034899,7.930629,-0.00011539392046637518,0.0013914260654887482,-0.005122,0.005138,2.0918592196543826,0.0005274192583559122,2.091,2.092786,0.23777604996876953,0.00022192087263939633,0.237415,0.238166,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.200940449927129,3.843322167807172,2.412785,17.858874,6.200940449927129
BRAZ,VERAO,2020-01-20,0.0,0.0,0,0,0.0,0.0,0,0,2.703181932507809,1.59790967932363,1.034654,7.619847,2.7290175676037487,1.6406642210367024,1.0347,7.879703,-4.590450691655511e-05,0.0012453093579036924,-0.003669,0.004242,2.089151525435074,0.0003387194369853989,2.088608,2.089774,0.26202506202588133,0.0007814314717867303,0.260589,0.263278,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.362427785475234,3.7680187006359205,2.432803,17.989578,6.362427785475234
BRAZ,VERAO,2020-01-23,0.0,0.0,0,0,0.0,0.0,0,0,2.6936652554694622,1.6000651131241999,1.034617,7.63535,2.717887007178669,1.640762429810543,1.03466,7.879609,-4.927073837739287e-07,0.00018789880574493503,-0.000453,0.000729,2.0815287821330903,0.0004298843837727448,2.08081,2.082307,0.28746179785779397,0.0011759243588387704,0.285333,0.289428,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.388264119530538,3.8020394272723195,2.450976,18.165697,6.388264119530537
BRAZ,VERAO,2020-01-27,0.0,0.0,0,0,0.0,0.0,0,0,2.655500081097561,1.5964794535333227,1.03453,7.644109,2.6819365074390245,1.6419817645888675,1.034578,7.920351,-8.61048780487805e-06,0.0008556587393730075,-0.003251,0.002419,2.089299030243902,0.00040317094227501794,2.088647,2.090042,0.2523784426829268,0.0012602898687872409,0.250056,0.254418,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.225177822682927,3.750349102422089,2.422522,17.966687,6.225177822682927
BRAZ,VERAO,2020-01-18,0.0,0.0,0,0,0.0,0.0,0,0,2.701107726626016,1.603551079903204,1.034668,7.639354,2.7267566245483286,1.646840415391728,1.034714,7.897238,-4.209575429087624e-05,0.0005815156817973299,-0.002041,0.001486,2.095534086946703,0.0005216246919600635,2.094669,2.096488,0.26046181662149953,0.0021999833302129078,0.256815,0.264485,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.370179270438121,3.7875143803443074,2.439966,18.056527,6.370179270438121
BRAZ,VERAO,2020-01-04,0.0,0.0,0,0,0.0,0.0,0,0,2.536093474092721,1.5575708554581091,1.056718,7.64405,2.559850816656178,1.6029937951676911,1.056798,7.913356,2.8563037549821692e-05,0.0002249949724054383,-0.000656,0.00086,2.0868185108034405,0.00040464164574305285,2.086148,2.087523,0.2749700511852318,0.0012751813579033025,0.27275,0.277082,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.996058143066919,3.69060368245761,2.494056,18.129525,5.996058143066919
BRAZ,VERAO,2020-01-02,0.0,0.0,0,0,0.0,0.0,0,0,2.474287501159848,1.5148465420533406,1.064695,7.643085,2.4966706623787434,1.5597539948116057,1.064789,7.91579,5.088169548713623e-05,0.0006435581021318941,-0.002192,0.002405,2.086803495571489,0.0005008471030238519,2.085976,2.087687,0.2529455558835934,0.0009005267235195846,0.251357,0.254434,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.79481256252636,3.55545164841502,2.490694,17.954169,5.79481256252636
BRAZ,VERAO,2020-01-26,0.0,0.0,0,0,0.0,0.0,0,0,2.667587403130885,1.5912943900673784,1.034553,7.641685,2.6913199085451978,1.6315165889225507,1.034596,7.886827,2.447457627118644e-05,0.0008579401478503762,-0.002469,0.002759,2.0895727598870057,0.0003828588569165751,2.088946,2.090288,0.2888387751883239,0.0005782419041024494,0.287892,0.289919,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.3513601104048965,3.7965366592798606,2.460329,18.253569,6.351360110404896
