Metric,Value
Minimum (Q0),0.058909601244596425
Q1 (25%),0.09946848889496542
Median (Q2),0.13211922950224328
Q3 (75%),0.15019720766514844
Maximum (Q4),2.138423339255557
IQR (Q3 - Q1),0.05072871877018302
Lower Bound,0.02337541073969089
Upper Bound,0.22629028582042296
Outliers,2.138423339255557
