Metric,Value
Minimum (Q0),0.09971715246890274
Q1 (25%),0.1478467341205315
Median (Q2),0.16561864986834496
Q3 (75%),0.18533426105292047
Maximum (Q4),2.4509960126334187
IQR (Q3 - Q1),0.037487526932388965
Lower Bound,0.09161544372194806
Upper Bound,0.24156555145150393
Outliers,"0.24428680941331807, 2.4509960126334187"
