Metric,Value
Minimum (Q0),0.14909921274563545
Q1 (25%),0.18548527489868372
Median (Q2),0.22092888191533544
Q3 (75%),0.24364141950308846
Maximum (Q4),2.6130242149794247
IQR (Q3 - Q1),0.05815614460440474
Lower Bound,0.0982510579920766
Upper Bound,0.3308756364096956
Outliers,2.6130242149794247
