filename,station,ah,aw
18_1107.txt,ufpr,0.0012635787989326063,0.0005024342153612555
18_1107.txt,naus,0.0012808265821774019,0.000625337827523209
18_1107.txt,saga,0.0012783469723615494,0.0006236509836631437
18_1107.txt,amco,0.001279436813868632,0.0006233819465959316
18_1207.txt,ufpr,0.0012656301764065023,0.0004968273901236402
18_1207.txt,naus,0.0012809541874045688,0.0005858150332559666
18_1207.txt,saga,0.0012665226790508528,0.000604908695963608
18_1207.txt,amco,0.0012806327782761253,0.0006081882948190696
12_1707.txt,ufpr,0.0012637363614360062,0.0005268983850846541
12_1707.txt,naus,0.0012775818499740266,0.0005966851758919143
12_1707.txt,saga,0.0012774796910170808,0.0005952819750344002
12_1707.txt,amco,0.0012773344372959303,0.0006053181357421162
18_2707.txt,ufpr,0.0012678061537959929,0.0004992620241712519
18_2707.txt,naus,0.0012837359055339803,0.0006096051831153038
18_2707.txt,saga,0.0012800190976960187,0.0005333877479562329
18_2707.txt,amco,0.0012806137146105358,0.0005626574303798736
12_2807.txt,ufpr,0.0012646607525684463,0.0005323141669520348
12_2807.txt,naus,0.0012798640202141623,0.0005888918237441226
12_2807.txt,saga,7.974612179675757e-05,0.0006618482258143361
12_2807.txt,amco,0.0010839701097910593,0.0006187829374222195
12_2501.txt,ufpr,0.0012727071847086473,0.00048602843667915166
12_2501.txt,naus,0.0012780610884843687,0.000659111325063543
12_2501.txt,saga,0.0011484652313549567,0.0006097279203062511
12_2501.txt,amco,0.0012014304923315695,0.0006921545209898629
12_2707.txt,ufpr,0.0012668737943993585,0.0004924285588869507
12_2707.txt,naus,0.0012819557301244505,0.0005890523518456658
12_2707.txt,saga,0.001267051330037809,0.0006020234831387815
12_2707.txt,amco,0.0013952196711909436,0.0005922679629825332
18_2601.txt,ufpr,0.001280642120292384,0.0004700056662610473
18_2601.txt,naus,0.0012824176187933496,0.0005904853206460864
18_2601.txt,saga,0.0012815970456423417,0.0005917466496561124
18_2601.txt,amco,0.0012820335196035927,0.0006072278223244284
18_2007.txt,ufpr,0.0012749381257928759,0.0004440531197388677
18_2007.txt,naus,0.0012816966899271893,0.0005364141528163969
18_2007.txt,saga,0.0012794589024563816,0.0005578180794763035
18_2007.txt,amco,0.0012816477409212687,0.0005239700552326343
18_1907.txt,ufpr,0.0012727829722669858,0.00040007074198728486
18_1907.txt,naus,0.0012812182500744256,0.0005656891404298212
18_1907.txt,saga,0.0012789521189517017,0.0005383487161288718
18_1907.txt,amco,0.0012796276841505784,0.0001337748346328449
12_1601.txt,ufpr,0.0012832869937892046,0.0006412478491628192
12_1601.txt,naus,0.001278583059085895,0.0006466249252989292
12_1601.txt,saga,0.0012779345249945096,0.0006732016666445947
12_1601.txt,amco,0.00127853638983503,0.0006468705077231733
12_2401.txt,ufpr,0.0012705283575869073,0.0005027886031352821
12_2401.txt,naus,0.0012804266984348107,0.0006306162675581289
12_2401.txt,saga,0.0012797410098804596,0.0006202876340221179
12_2401.txt,amco,0.0012796786898724582,0.0005533696854574352
18_0901.txt,ufpr,0.0012819233848331453,0.0005647816369439548
18_0901.txt,naus,0.001279467007387311,0.0006471680820700225
18_0901.txt,saga,0.0012080189050361948,0.0027245754255276664
18_0901.txt,amco,0.0012793700675835227,-0.0004973964652886303
18_1001.txt,ufpr,0.001282771257620015,0.000614920068189196
