Estacao_,Mes_,Tempo_,grad_e_mean,grad_e_std,grad_e_min,grad_e_max,grad_n_mean,grad_n_std,grad_n_min,grad_n_max,m_h_mean,m_h_std,m_h_min,m_h_max,m_w_orig_mean,m_w_orig_std,m_w_orig_min,m_w_orig_max,m_w_mean,m_w_std,m_w_min,m_w_max,zhd_mean,zhd_std,zhd_min,zhd_max,zwd_mean,zwd_std,zwd_min,zwd_max,x_0_mean,x_0_std,x_0_min,x_0_max,x_1_mean,x_1_std,x_1_min,x_1_max,x_2_mean,x_2_std,x_2_min,x_2_max,tot_delay_mean,tot_delay_std,tot_delay_min,tot_delay_max,tot_delay_abs_<lambda>
BRAZ,VERAO,2020-01-03,9.881548602566356e-05,6.0912844114695835e-05,1.6e-05,0.000236,0.0001653719458604324,8.864344353403463e-05,-7.2e-05,0.000249,2.507122453739673,1.5380382322175283,1.002688,7.643796,2.5291246293944454,1.5797966999228052,1.002692,7.918183,2.7440578309017402e-05,0.0004549712386593695,-0.002599,0.002487,2.0857425386183865,0.0020893892523357214,2.0813,2.0898,0.2749362652487256,0.008516154307012308,0.2626,0.2884,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.9248946377966245,3.6430170585308184,2.359936,18.217962,5.9248946377966245
BRAZ,VERAO,2020-01-21,6.196185620125429e-05,7.144629660400516e-05,-0.000106,0.000162,9.825974025974026e-05,9.545938430706562e-05,-0.000125,0.000219,2.5009873791195125,1.5218805163518845,1.003168,7.642991,2.522649695222698,1.5625884103809558,1.003172,7.906568,2.360498871853181e-05,0.0004468335877347149,-0.002019,0.002039,2.0806589070300427,0.00174526130625667,2.0768,2.084,0.27640933855064226,0.006555512936173919,0.2652,0.289088,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,5.90122709764244,3.5988382662869443,2.361369,18.182498,5.90122709764244
CUIB,VERAO,2020-01-23,0.0002389869749093752,0.00021846820881267625,-0.00014,0.000578,0.0005813465775819177,0.0003292758870855389,5.5e-05,0.001031,2.537696770874796,1.5837747489573475,1.000745,7.634843,2.5602184078159427,1.6251924039053216,1.000746,7.891758,6.63825964887341e-05,0.001651069513620722,-0.00849,0.008315,2.221904390539484,0.002233390723252241,2.2185,2.2264,0.33404310830549433,0.015416468882248164,0.309907,0.3601,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.495718879873302,4.06693344392282,2.534837,19.762485,6.495718879873301
CUIB,VERAO,2020-01-04,0.0002583984159716773,0.0001326556462025503,7e-05,0.00048,0.0009973528295344637,0.0002824182421774528,0.000487,0.001483,2.540577775051554,1.5815424216209188,1.000595,7.634145,2.565570937501141,1.627334697029962,1.000596,7.918056,0.00014200263244338194,0.0023738179458597567,-0.009543,0.011755,2.2275324177783453,0.002074541100848602,2.2245,2.2313,0.2779248338960162,0.016944994092132157,0.2588,0.3057,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.3755785513759875,3.985074804028814,2.488044,19.429159,6.375578551375988
CUIB,VERAO,2020-01-13,-0.00043876700646035033,0.0002587375825069011,-0.000635,0.000409,-0.00038532614703244814,0.00019522446283987244,-0.000656,-9e-05,2.5362035701076113,1.5789952851465971,1.000664,7.634416,2.5624201397027875,1.6272836070577583,1.000665,7.939325,-8.172468476052781e-05,0.0012431963755211762,-0.005631,0.005695,2.2340327198440733,0.0016296219160196889,2.2316,2.2376,0.26822364074596,0.007165296233377391,0.2566,0.2815,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.35261245366117,3.963026920849608,2.49875,19.265309,6.352612453661172
CUIB,VERAO,2020-01-17,-0.0002077899118599895,0.0002040485963218326,-0.000512,0.000109,-0.0007874166289613234,0.00028878954571916155,-0.001345,-0.000412,2.53574719217961,1.5743188394823413,1.000696,7.633993,2.5585898785631547,1.6164052040251244,1.000697,7.894251,-0.00014663985665936693,0.001773637076055889,-0.00963,0.007396,2.238098631386531,0.0018117102657575859,2.235301,2.2413,0.31847493097207386,0.007448752603908115,0.3042,0.335,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.488623215042622,4.035310924795938,2.554422,19.725591,6.488623215042622
CUIB,VERAO,2020-01-25,0.0004061205369032189,0.0001622084000738836,0.00011,0.000747,0.0006419874829110666,0.0002867472072601622,-0.000113,0.000951,2.542013953411572,1.5880287462861122,1.000761,7.634768,2.5692083586767396,1.6381048978634232,1.000762,7.942535,0.00013492602933082399,0.001934624003818334,-0.009372,0.008957,2.2280285848942705,0.001864787845292642,2.2248,2.2323,0.24706603609537844,0.010308493921306124,0.2291,0.2626,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.300173761616036,3.946922690631228,2.469171,19.156947,6.300173761616037
CUIB,VERAO,2020-01-30,7.867401891586674e-05,0.00011644560840570372,-5.2e-05,0.000305,3.781751129305477e-05,9.677872593000884e-05,-0.000174,0.00018,2.548471949992942,1.5907132814065907,1.0008,7.633911,2.5711842650162335,1.6321430724379806,1.000801,7.885758,3.230125988142292e-05,0.00043817404008873967,-0.002509,0.002356,2.2371594377999715,0.0018854203109392297,2.2351,2.2421,0.3341070179806606,0.0029024695914460553,0.3282,0.340691,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.560490931946111,4.104143915172976,2.571351,19.755729,6.560490931946111
CUIB,VERAO,2020-01-03,1.08163116428363e-06,0.00018676177397108093,-0.000222,0.00048,0.00035214351108841553,0.00020134076920554406,-9.7e-05,0.000878,2.5420065885568643,1.5828690692651306,1.000587,7.634943,2.564914454629596,1.6247325997921858,1.000587,7.892157,1.4519701086956521e-05,0.000942658483035174,-0.005303,0.007376,2.2296193921250365,0.0018798009953793495,2.2278,2.234,0.3286865166690983,0.00961512814391352,0.305713,0.3396,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.511817318819302,4.0664967372499605,2.556061,19.731589,6.511817318819302
CUIB,VERAO,2020-01-12,-0.0005146615207331127,0.0001311496107510198,-0.000748,-0.000274,-0.00037479296153353697,0.00020338373049391009,-0.000741,-5.9e-05,2.5378686637979917,1.5806797732605427,1.000657,7.634605,2.561642527093889,1.6242652142397052,1.000658,7.920419,-5.2576983226939325e-05,0.001281921689330178,-0.00618,0.006632,2.232106126044887,0.0020568067333453484,2.2288,2.237,0.31138272164401604,0.026581842553666954,0.2808,0.3567,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,6.463768540844324,4.0394891930201835,2.517076,19.825938,6.463768540844323
