DOY,RMSE_X,RMSE_Y,RMSE_Z
198.0,0.3321447548334482,0.4766892011666106,0.36509055490574815
16.0,0.833008558364253,1.0484558969149724,0.899352306394348
198.0,0.6228047793710573,1.0824999923596579,0.64223878588646
16.0,1.1217709335938826,1.595018179418977,1.2426056631406954
198.0,0.6485038060117111,1.3277170870990778,0.7491060070297937
16.0,1.1365672746401427,1.7211477291464157,1.0986179562490779
198.0,0.8122169931450668,1.0149776425044321,0.8379899825494224
16.0,1.4632643813835984,1.7247427848040662,1.7780759072996177
198.0,1.0517018335251933,1.0380225491854203,1.0675361308573084
16.0,0.9136281118430624,1.3459411786507387,0.9682664536003734
198.0,1.0151252797876744,1.254955084315556,1.2197684608189256
16.0,1.3643249617490785,1.8744551402906713,1.3363152858158807
198.0,0.5961072843296633,0.7057466453830546,0.8378315923247732
16.0,1.2694055968266842,1.3390783164684785,1.4981100056575323
198.0,0.544132752971025,1.6685037784457584,0.6303516934191232
16.0,0.5937894271909581,1.2177135374776753,0.6924322066082127
198.0,0.852714530995301,1.0138023307993065,0.7790865676487654
16.0,1.0637671929611308,1.4140917253407936,0.7317508450790398
198.0,0.5611247291772452,0.6686543982515011,0.9123315306511941
16.0,0.9668216282101256,1.2625069544775809,1.3118259046548104
