Estacao,Periodo,DOY,DataReferencia,RMSE_E,RMSE_N,RMSE_U,RMSE_Planimetrico
POLI,VERAO,2,2020-01-01,0.08166924296675104,0.11879952987941356,0.3716776842174379,0.14416377334938166
POLI,VERAO,3,2020-01-01,0.16157468831838154,0.11673474303382378,0.3864862853309693,0.19933233590251986
POLI,VERAO,4,2020-01-01,0.16469932502948106,0.12600236071571677,0.4454328907002932,0.20737035123445263
POLI,VERAO,5,2020-01-08,0.12071677722425181,0.12981330215485137,0.36638790518342007,0.17726825355871362
POLI,VERAO,6,2020-01-08,0.12685736596250352,0.19844845406502779,0.4593349241895012,0.2355304231298878
POLI,VERAO,7,2020-01-08,0.1347236685527423,0.14123590074919176,0.4053005293248001,0.1951872089270829
POLI,VERAO,8,2020-01-08,0.1304935610346291,0.0793947130670609,0.3695743029189035,0.15274845313291852
POLI,VERAO,9,2020-01-08,0.14756121340844852,0.07219501191060464,0.41403327754644587,0.16427547427216893
POLI,VERAO,10,2020-01-08,0.3320804853077117,0.10410971145322202,0.2716270841830785,0.3480176442956283
POLI,VERAO,11,2020-01-08,0.20473862509169136,0.08671344748872865,0.20761375594414405,0.22234461221225185
POLI,VERAO,12,2020-01-15,0.19090766986836274,0.15063390723815773,0.27648753182549796,0.24317958883179666
POLI,VERAO,13,2020-01-15,0.1548318368493002,0.11087799102902919,0.5502304580894485,0.1904385113278346
POLI,VERAO,14,2020-01-15,0.23425914630580402,0.14974348588302983,0.6344232450162385,0.27802960128792986
POLI,VERAO,15,2020-01-15,0.1845452978402826,0.11041946292322573,0.3757841174816936,0.21505679423634175
POLI,VERAO,16,2020-01-15,0.23204782565509416,0.1280173282091741,0.4085285640410153,0.2650181686471182
POLI,VERAO,17,2020-01-15,0.27749839760273204,0.12475877155729685,0.29666206158136604,0.30425336769306227
POLI,VERAO,18,2020-01-15,0.29461307058701847,0.14466485870086102,0.5287002244519428,0.3282145376177777
POLI,VERAO,19,2020-01-22,0.2350504846020954,0.07544266509911682,0.7166506905645704,0.2468609447217955
POLI,VERAO,20,2020-01-22,0.204810933038611,0.12345780540350364,0.5234408433962847,0.23914294471548972
POLI,VERAO,21,2020-01-22,0.15158124999418132,0.22285063823872003,0.519703977201069,0.2695167570174503
POLI,VERAO,22,2020-01-22,0.2103185458351195,0.10926238375790422,0.6658569242840627,0.23700666494142902
POLI,VERAO,23,2020-01-22,0.26795815042002824,0.19158322801099542,0.8535963637693647,0.32940203950740127
POLI,VERAO,24,2020-01-22,0.1222899518091546,0.11238329401978757,0.45320537692069846,0.16608683598715274
POLI,VERAO,25,2020-01-22,0.22913584197115056,0.06562230855884423,0.3123227601016789,0.23834748049102647
POLI,VERAO,26,2020-01-29,0.18006001710224548,0.1889283866204328,0.26473876464700663,0.2609895496564195
POLI,VERAO,27,2020-01-29,0.371785646401928,0.16062149406244688,0.381044603941264,0.4049985570657655
POLI,VERAO,28,2020-01-29,0.17626533900703004,0.1360064513029397,0.36751386501404176,0.2226369792538565
POLI,VERAO,29,2020-01-29,0.29485816594831915,0.26322577947002995,0.3002786677209229,0.3952583319855653
POLI,VERAO,30,2020-01-29,0.3420534813917011,0.29722210367656,0.3893123969087545,0.45314629320574007
POLI,VERAO,31,2020-01-29,0.3390075160155998,0.21277982691618866,0.5303680803263607,0.4002516091879586
BRAZ,INVERNO,183,2020-07-01,0.1966867856668536,0.3807211525283959,0.2377448999504726,0.4285257140925255
BRAZ,INVERNO,184,2020-07-01,0.0730561950216903,0.12290425836901765,0.26599903689414145,0.14297784568346766
BRAZ,INVERNO,185,2020-07-01,0.07758658375161183,0.18162435108396718,0.33983276995124523,0.19750210855815703
BRAZ,INVERNO,186,2020-07-01,0.18211642110476994,0.14683593677697138,0.38141191484866543,0.23393841746318758
BRAZ,INVERNO,187,2020-07-08,0.13728622675221133,0.18948532780378682,0.5608472308202085,0.23399187487767206
BRAZ,INVERNO,188,2020-07-08,0.16121779287635146,0.15427690215502987,0.5978510340088654,0.2231424192718068
BRAZ,INVERNO,189,2020-07-08,0.18030063624146753,0.23293810289013006,0.5680942828385911,0.29456489812455733
BRAZ,INVERNO,190,2020-07-08,0.3338537196723763,0.2111129120172673,0.247426482774738,0.39500249082694666
BRAZ,INVERNO,191,2020-07-08,0.1779899072388282,0.15548227248045812,0.18333467370058698,0.236336929265348
BRAZ,INVERNO,192,2020-07-08,0.19883074819074553,0.3342494593987821,0.227131341839131,0.3889169159788113
BRAZ,INVERNO,193,2020-07-08,0.15196960270846946,0.26764981580561553,0.3408762430946285,0.30778431416846114
BRAZ,INVERNO,194,2020-07-15,0.20414621887401407,0.13335577928498143,0.5252365523338912,0.24384306951246645
BRAZ,INVERNO,195,2020-07-15,0.1562699995725622,0.15483861357552314,0.49862866430628944,0.21998933842438542
BRAZ,INVERNO,196,2020-07-15,0.24926885325375933,0.07160556749704469,0.687796866777195,0.2593497994967762
BRAZ,INVERNO,197,2020-07-15,0.2359566596546166,0.1205394960890475,0.955927110426554,0.2649628565530763
BRAZ,INVERNO,198,2020-07-15,0.11869868136701513,0.12746709842945014,0.36882321945404084,0.1741758827745429
BRAZ,INVERNO,199,2020-07-15,0.19147746542954863,0.11307714396545816,0.368993354265732,0.2223736950601598
BRAZ,INVERNO,200,2020-07-15,0.10978588670974788,0.1446106154574282,0.24773081388731347,0.18156313233589513
BRAZ,INVERNO,201,2020-07-22,0.14287705826109895,0.10405432606490464,0.6443959830165401,0.17675168047338888
BRAZ,INVERNO,202,2020-07-22,0.1269034684499266,0.13407667682614144,0.46263367688481866,0.18461052400489816
BRAZ,INVERNO,203,2020-07-22,0.08581917064833205,0.1431599657489454,0.5346301642345253,0.16691226990250524
BRAZ,INVERNO,204,2020-07-22,0.16745208893109387,0.17747912083686723,0.1875236201229426,0.24400623029015936
BRAZ,INVERNO,205,2020-07-22,0.19893243457138815,0.20054124673409243,0.23817329370810386,0.2824728396964278
BRAZ,INVERNO,206,2020-07-22,0.21923611315688113,0.13916948663591114,0.1750689168890691,0.2596779145838934
BRAZ,INVERNO,207,2020-07-22,0.1177827278377337,0.10988552630500027,0.36865665947472537,0.16108258710433154
BRAZ,INVERNO,208,2020-07-29,0.21326688032029664,0.0758823056951689,0.3533770831262277,0.2263644993349593
